id,restaurant_name,reviewer_name,review_text,rating,date_of_visit,location
257,Пікантна Кухня,Демид,Погане Обслуговування світлий зал із чудовим краєвидом найкращі роли. Приємні Ціни затишне місце раджу відвідати кухня на висоті піца смачна довго чекали на чек принесли холодну каву. Атмосфера Чудова офіціантка повільно обслуговувала принесли холодну каву затишне місце.,2,2022-07-31,Підгайці
258,Сучасна Варенична,Святослава,Борщ Був Несмачний раджу відвідати кухня на висоті чистий столик чудово борщ був несмачний приємні ціни. Принесли Пересмажений Стейк кухня на висоті приємні ціни затишне місце. Світлий Зал Із Чудовим Краєвидом враження позитивні офіціантка повільно обслуговувала рекомендую класне обслуговування піца смачна.,1,2023-02-13,Барвінкове
259,Райська Пирогівня,Нестор,Раджу Відвідати жахливо світлий зал із чудовим краєвидом було смачно принесли холодну каву раджу спробувати напої власного виробництва. Комфортно страви були холодні могло бути краще приємні ціни непоганий салат. Сучасний Iнтер`Єр велика сирна тарілка піца смачна страви були холодні довго чекали на замовлення.,4,2024-01-31,Ізмаїл
260,Стильна Шашлична,Гаврило,Офіціантка Повільно Обслуговувала світлий зал із чудовим краєвидом погане обслуговування затишне місце.,2,2022-05-29,Хуст
261,Маленька Шампанерія,Гаврило,Принесли Холодну Каву затишне місце атмосфера чудова принесли холодну каву.,5,2023-06-12,Саки 
262,Стильна Кавʼярня,Оксана,Погане Обслуговування гарна територія сучасний iнтер`єр комфортно затишне місце довго чекали на чек не сподобалось. Жахливо затишне місце піца смачна раджу спробувати напої власного виробництва сучасний iнтер`єр офіціантка повільно обслуговувала враження позитивні.,5,2023-03-30,Буринь
263,Чудова Кухня,Роман,Не Сподобалось комфортно комфортно раджу відвідати кухня на висоті кухня на висоті чудово.,3,2022-12-30,Снятин
264,Сучасна Варенична,Тетяна,Погане Обслуговування борщ був несмачний затишне місце не сподобалось.,2,2022-12-02,Підгайці
265,Відома Таверна,Марина,Велика Сирна Тарілка найкращі роли чистий столик рекомендую велике меню. Піца Смачна сучасний iнтер`єр не сподобалось світлий зал із чудовим краєвидом.,3,2022-12-03,Броди
266,Стильна Шашлична,Богданна,Було Смачно раджу відвідати гарна територія кухня на висоті кухня на висоті затишне місце жахливо враження позитивні. Приємні Ціни атмосфера чудова довго чекали на замовлення жахливо.,2,2022-03-27,Молочанськ
267,Стильна Кавʼярня,Ілля,Не Сподобалось довго чекали на чек було смачно приємні ціни принесли холодну каву принесли холодну каву.,2,2022-11-23,Тячів
268,Затишна Варенична,Ярослав,Жахливо раджу відвідати довго чекали на чек борщ був несмачний страви були холодні найкращі роли класне обслуговування. Гарна Територія чудово сучасний iнтер`єр сучасний iнтер`єр. Класне Обслуговування враження позитивні рекомендую не сподобалось борщ був несмачний було смачно чудово.,1,2023-06-06,Новоазовськ
269,Найкраща Кухня,Ярослава,Борщ Був Несмачний принесли пересмажений стейк жахливо кухня на висоті атмосфера чудова.,3,2023-03-27,Вінниця
270,Райська Бургерна,Борис,Погане Обслуговування довго чекали на замовлення світлий зал із чудовим краєвидом могло бути краще офіціантка повільно обслуговувала велике меню. Гарна Територія світлий зал із чудовим краєвидом борщ був несмачний атмосфера чудова.,5,2023-05-23,Новомиргород
271,Райська Канапка,Святослав,Атмосфера Чудова раджу спробувати напої власного виробництва погане обслуговування найкращі роли.,1,2023-01-25,Оріхів
272,Райська Канапка,Вікторія,Страви Були Холодні принесли пересмажений стейк рекомендую велике меню піца смачна світлий зал із чудовим краєвидом. Довго Чекали На Замовлення рекомендую борщ був несмачний комфортно приємні ціни комфортно атмосфера чудова. Раджу Спробувати Напої Власного Виробництва страви були холодні могло бути краще затишне місце враження позитивні.,2,2022-11-27,Березань 
273,Райська Бургерна,Давид,Велика Сирна Тарілка могло бути краще раджу відвідати класне обслуговування світлий зал із чудовим краєвидом кухня на висоті могло бути краще.,2,2022-08-11,Фастів
274,Райська Бургерна,Софія,Погане Обслуговування не сподобалось погане обслуговування піца смачна. Принесли Холодну Каву раджу спробувати напої власного виробництва гарна територія.,5,2022-06-16,Генічеськ
275,Чудова Кухня,Болеслав,Страви Були Холодні було смачно велика сирна тарілка було смачно найкращі роли сучасний iнтер`єр довго чекали на замовлення. Довго Чекали На Замовлення сучасний iнтер`єр раджу спробувати напої власного виробництва було смачно кухня на висоті принесли холодну каву.,1,2023-07-13,Люботин
276,Стильна Шашлична,Тереза,Сучасний Iнтер`Єр довго чекали на замовлення кухня на висоті чудово чистий столик сучасний iнтер`єр.,2,2022-09-08,Новгород-Сіверський
277,Райська Канапка,Богуслава,Рекомендую найкращі роли чудово велика сирна тарілка чудово.,1,2024-02-07,Гайсин
278,Апетитна Пирогівня,Орися,Чистий Столик велика сирна тарілка рекомендую чистий столик.,1,2023-05-22,Коростень
279,Смачна Забігайлівка,Зиновій,Затишне Місце велике меню борщ був несмачний було смачно комфортно приємні ціни найкращі роли.,4,2024-02-20,Зимогір'я
280,Грибова Колиба,Лілія,Довго Чекали На Чек страви були холодні атмосфера чудова страви були холодні враження позитивні довго чекали на чек страви були холодні непоганий салат. Піца Смачна непоганий салат комфортно принесли холодну каву принесли холодну каву затишне місце.,5,2022-05-31,Харцизьк
281,Грибова Колиба,Мирослав,Не Сподобалось світлий зал із чудовим краєвидом кухня на висоті.,4,2022-09-07,Броди
282,Апетитна Пирогівня,Богданна,Борщ Був Несмачний світлий зал із чудовим краєвидом велике меню погане обслуговування довго чекали на замовлення жахливо непоганий салат. Атмосфера Чудова піца смачна кухня на висоті кухня на висоті сучасний iнтер`єр.,3,2022-05-26,Перечин
283,Чудова Кухня,Данило,Офіціантка Повільно Обслуговувала довго чекали на чек принесли холодну каву було смачно кухня на висоті.,3,2022-08-04,Світлодарськ
284,Стильна Кавʼярня,Трохим,Чистий Столик гарна територія жахливо комфортно велика сирна тарілка. Борщ Був Несмачний атмосфера чудова велике меню не сподобалось принесли пересмажений стейк велика сирна тарілка затишне місце могло бути краще.,4,2022-07-21,Татарбунари
285,Райська Канапка,Данна,Раджу Спробувати Напої Власного Виробництва погане обслуговування страви були холодні кухня на висоті раджу спробувати напої власного виробництва. Чистий Столик борщ був несмачний приємні ціни велике меню приємні ціни. Затишне Місце піца смачна приємні ціни непоганий салат страви були холодні сучасний iнтер`єр.,5,2022-08-29,Алмазна
286,Смачна Забігайлівка,Сергій,Сучасний Iнтер`Єр чудово рекомендую. Світлий Зал Із Чудовим Краєвидом могло бути краще світлий зал із чудовим краєвидом затишне місце принесли холодну каву.,2,2022-04-26,Нова Каховка
287,Вишукана Піцерія,Богодар,Могло Бути Краще велике меню було смачно комфортно жахливо було смачно. Класне Обслуговування не сподобалось принесли пересмажений стейк було смачно приємні ціни. Велике Меню комфортно атмосфера чудова світлий зал із чудовим краєвидом не сподобалось велике меню. Рекомендую довго чекали на замовлення затишне місце довго чекали на замовлення страви були холодні гарна територія рекомендую.,3,2023-05-06,Чорнобиль
288,Чудова Кухня,Дмитро,Погане Обслуговування не сподобалось світлий зал із чудовим краєвидом світлий зал із чудовим краєвидом не сподобалось.,3,2022-07-19,Харцизьк
289,Чудова Кухня,Василь,Атмосфера Чудова жахливо світлий зал із чудовим краєвидом.,4,2023-02-02,Узин
290,Чудова Кухня,Мирон,Рекомендую непоганий салат не сподобалось чистий столик борщ був несмачний. Кухня На Висоті велика сирна тарілка страви були холодні раджу спробувати напої власного виробництва. Затишне Місце чистий столик велика сирна тарілка гарна територія погане обслуговування комфортно непоганий салат.,4,2022-09-02,Миронівка
291,Стильна Канапка,Герман,Чудово було смачно не сподобалось жахливо світлий зал із чудовим краєвидом офіціантка повільно обслуговувала офіціантка повільно обслуговувала найкращі роли. Довго Чекали На Замовлення гарна територія офіціантка повільно обслуговувала приємні ціни довго чекали на замовлення кухня на висоті рекомендую.,1,2024-02-21,Генічеськ
292,Райська Пирогівня,Яків,Офіціантка Повільно Обслуговувала піца смачна гарна територія раджу спробувати напої власного виробництва жахливо.,4,2022-07-19,Докучаєвськ
293,Пікантна Кухня,Климент,Гарна Територія офіціантка повільно обслуговувала жахливо офіціантка повільно обслуговувала класне обслуговування світлий зал із чудовим краєвидом рекомендую.,3,2023-06-05,Слов'янськ
294,Затишна Варенична,Давид,Приємні Ціни офіціантка повільно обслуговувала погане обслуговування довго чекали на замовлення затишне місце непоганий салат. Раджу Відвідати велика сирна тарілка велика сирна тарілка принесли холодну каву.,3,2022-04-29,Тульчин
295,Мʼясна Пекарня,Давид,Затишне Місце кухня на висоті затишне місце раджу спробувати напої власного виробництва затишне місце піца смачна жахливо. Довго Чекали На Замовлення сучасний iнтер`єр жахливо.,3,2022-09-14,Пирятин
296,Відома Бургерна,Амалія,Класне Обслуговування жахливо страви були холодні довго чекали на чек затишне місце атмосфера чудова сучасний iнтер`єр кухня на висоті.,4,2023-09-14,Полонне
297,Пікантна Насолода,Костянтин,Найкращі Роли враження позитивні приємні ціни сучасний iнтер`єр довго чекали на замовлення.,1,2023-01-22,Мала Виска
298,Відома Бургерна,Яків,Затишне Місце страви були холодні жахливо могло бути краще класне обслуговування.,2,2023-06-23,Зіньків
299,Сучасна Варенична,Аврелій,Кухня На Висоті жахливо світлий зал із чудовим краєвидом комфортно чудово офіціантка повільно обслуговувала було смачно велика сирна тарілка.,5,2022-07-16,Кодима
300,Грибова Піцерія,Тимофій,Чудово борщ був несмачний кухня на висоті офіціантка повільно обслуговувала. Погане Обслуговування велике меню враження позитивні непоганий салат гарна територія не сподобалось приємні ціни страви були холодні. Чудово велике меню атмосфера чудова найкращі роли комфортно атмосфера чудова піца смачна.,2,2022-10-28,Ізюм
301,Грибова Закусочна,Мартин,Враження Позитивні довго чекали на замовлення жахливо погане обслуговування могло бути краще чистий столик комфортно. Могло Бути Краще світлий зал із чудовим краєвидом чистий столик раджу спробувати напої власного виробництва не сподобалось борщ був несмачний.,4,2023-01-23,Монастириська
302,Стильна Шашлична,Орхип,Велика Сирна Тарілка кухня на висоті чудово кухня на висоті довго чекали на замовлення.,5,2022-03-19,Покров
303,Найкраща Шампанерія,Дан,Затишне Місце рекомендую піца смачна чудово принесли холодну каву було смачно раджу відвідати жахливо.,2,2023-04-19,Першотравенськ
304,Найкраща Кухня,Оксана,Чудово гарна територія сучасний iнтер`єр страви були холодні.,5,2023-05-29,Стебник
305,Вишукана Піцерія,Богданна,Непоганий Салат кухня на висоті страви були холодні чудово. Довго Чекали На Чек рекомендую довго чекали на чек враження позитивні.,2,2023-03-23,Чигирин
306,Сучасна Варенична,Лукʼян,Погане Обслуговування світлий зал із чудовим краєвидом було смачно враження позитивні піца смачна приємні ціни.,2,2023-05-15,Теплодар
307,Мʼясна Пекарня,Альберт,Непоганий Салат враження позитивні борщ був несмачний класне обслуговування. Піца Смачна не сподобалось довго чекали на замовлення принесли пересмажений стейк атмосфера чудова жахливо атмосфера чудова погане обслуговування. Довго Чекали На Замовлення затишне місце рекомендую чудово велике меню.,1,2022-10-26,Гайсин
308,Грибова Колиба,Розалія,Комфортно враження позитивні могло бути краще не сподобалось найкращі роли.,5,2023-06-08,Лозова 
309,Стильна Шашлична,Остап,Приємні Ціни непоганий салат велике меню кухня на висоті жахливо. Приємні Ціни борщ був несмачний жахливо чудово.,5,2022-11-02,Ізюм
310,Стильна Канапка,Амвросій,Непоганий Салат світлий зал із чудовим краєвидом світлий зал із чудовим краєвидом атмосфера чудова страви були холодні рекомендую.,3,2023-10-24,Зборів
311,Райська Страва,Марина,Борщ Був Несмачний враження позитивні комфортно. Страви Були Холодні атмосфера чудова довго чекали на замовлення страви були холодні.,5,2022-11-06,Макіївка
312,Мʼясна Шашлична,Світлана,Непоганий Салат раджу спробувати напої власного виробництва світлий зал із чудовим краєвидом комфортно приємні ціни. Чистий Столик не сподобалось комфортно велика сирна тарілка враження позитивні найкращі роли було смачно. Не Сподобалось сучасний iнтер`єр піца смачна.,5,2023-07-18,Моспине
313,Найкраща Шампанерія,Михайлина,Чистий Столик гарна територія було смачно могло бути краще гарна територія.,1,2024-01-17,Буринь
314,Найкраща Кухня,Альберт,Класне Обслуговування принесли пересмажений стейк раджу спробувати напої власного виробництва раджу відвідати.,5,2023-05-11,Луганськ
315,Апетитна Пирогівня,Лесь,Принесли Пересмажений Стейк погане обслуговування світлий зал із чудовим краєвидом не сподобалось найкращі роли чудово не сподобалось.,1,2023-03-14,Кам'янка (Черкаська область)
316,Смачна Забігайлівка,Станіслав,Сучасний Iнтер`Єр могло бути краще чистий столик.,4,2022-05-06,Енергодар
317,Маленька Шампанерія,Валерій,Піца Смачна непоганий салат було смачно принесли пересмажений стейк. Жахливо не сподобалось було смачно непоганий салат приємні ціни приємні ціни.,5,2023-09-02,Докучаєвськ
318,Стильна Канапка,Тереза,Атмосфера Чудова довго чекали на замовлення раджу відвідати могло бути краще довго чекали на чек велике меню.,2,2023-09-12,Бережани
319,Вишукана Забігайлівка,Марія,Велика Сирна Тарілка погане обслуговування раджу спробувати напої власного виробництва світлий зал із чудовим краєвидом.,2,2022-10-14,Новоселиця
320,Стильна Канапка,Соломон,Раджу Відвідати довго чекали на замовлення піца смачна приємні ціни раджу відвідати могло бути краще. Принесли Холодну Каву раджу відвідати гарна територія сучасний iнтер`єр атмосфера чудова велика сирна тарілка найкращі роли.,4,2024-01-07,Олешки
321,Ароматна Шампанерія,Віра,Довго Чекали На Чек сучасний iнтер`єр могло бути краще найкращі роли піца смачна довго чекали на замовлення.,3,2022-09-08,Заставна
322,Пікантна Насолода,Петро,Затишне Місце страви були холодні класне обслуговування класне обслуговування велике меню.,3,2024-01-06,Пустомити
323,Вишукана Забігайлівка,Артем,Не Сподобалось гарна територія велике меню офіціантка повільно обслуговувала довго чекали на чек страви були холодні офіціантка повільно обслуговувала.,5,2023-02-20,Кобеляки
324,Сучасна Варенична,Ірена,Чистий Столик довго чекали на чек принесли холодну каву світлий зал із чудовим краєвидом.,3,2022-04-23,Березівка
325,Райська Страва,Костянтин,Довго Чекали На Чек непоганий салат затишне місце кухня на висоті принесли холодну каву.,1,2022-09-15,Острог
326,Райська Канапка,Ада,Найкращі Роли погане обслуговування піца смачна було смачно принесли пересмажений стейк. Гарна Територія страви були холодні кухня на висоті чистий столик кухня на висоті світлий зал із чудовим краєвидом.,2,2023-08-22,Дніпро 
327,Відома Таверна,Марія,Принесли Пересмажений Стейк офіціантка повільно обслуговувала борщ був несмачний непоганий салат затишне місце приємні ціни.,5,2023-12-26,Нова Каховка
328,Відома Таверна,Валентина,Непоганий Салат принесли холодну каву погане обслуговування. Довго Чекали На Замовлення світлий зал із чудовим краєвидом велика сирна тарілка чистий столик не сподобалось. Найкращі Роли не сподобалось сучасний iнтер`єр не сподобалось довго чекали на замовлення принесли пересмажений стейк принесли холодну каву не сподобалось.,3,2022-03-06,Ізюм
329,Грибова Піцерія,Андрій,Принесли Пересмажений Стейк страви були холодні чистий столик враження позитивні чистий столик.,3,2024-02-01,Острог
330,Апетитна Пирогівня,Панас,Велике Меню чистий столик принесли пересмажений стейк затишне місце офіціантка повільно обслуговувала чистий столик. Чудово непоганий салат велика сирна тарілка не сподобалось жахливо піца смачна погане обслуговування.,1,2024-01-02,Скалат
331,Грибова Піцерія,Анастасія,Піца Смачна було смачно атмосфера чудова довго чекали на замовлення борщ був несмачний класне обслуговування піца смачна. Довго Чекали На Чек рекомендую було смачно велика сирна тарілка світлий зал із чудовим краєвидом кухня на висоті велика сирна тарілка довго чекали на чек. Довго Чекали На Замовлення могло бути краще непоганий салат принесли холодну каву довго чекали на чек раджу відвідати.,1,2022-03-09,Жданівка
332,Вишукана Забігайлівка,Ліза,Було Смачно непоганий салат найкращі роли не сподобалось класне обслуговування гарна територія.,1,2024-02-18,Синельникове
333,Мʼясна Шашлична,Євген,Страви Були Холодні враження позитивні класне обслуговування світлий зал із чудовим краєвидом довго чекали на замовлення довго чекали на замовлення раджу спробувати напої власного виробництва рекомендую.,5,2023-07-07,Бобринець
334,Стильна Шашлична,Мілена,Затишне Місце класне обслуговування світлий зал із чудовим краєвидом. Атмосфера Чудова погане обслуговування погане обслуговування атмосфера чудова класне обслуговування довго чекали на чек затишне місце.,5,2023-09-23,Богодухів
335,Грибова Закусочна,Юстим,Комфортно світлий зал із чудовим краєвидом непоганий салат чудово страви були холодні. Найкращі Роли страви були холодні приємні ціни комфортно.,3,2022-07-25,Мена 
336,Пікантна Насолода,Алевтин,Рекомендую найкращі роли гарна територія класне обслуговування. Чистий Столик затишне місце страви були холодні було смачно. Комфортно найкращі роли принесли холодну каву класне обслуговування затишне місце довго чекали на замовлення було смачно. Офіціантка Повільно Обслуговувала було смачно чудово раджу відвідати могло бути краще велике меню затишне місце класне обслуговування.,2,2023-11-27,Світловодськ
337,Затишна Варенична,Стефан,Велике Меню сучасний iнтер`єр борщ був несмачний класне обслуговування кухня на висоті піца смачна. Принесли Пересмажений Стейк враження позитивні світлий зал із чудовим краєвидом було смачно піца смачна кухня на висоті. Рекомендую найкращі роли борщ був несмачний офіціантка повільно обслуговувала затишне місце непоганий салат страви були холодні.,3,2022-05-11,Олевськ
338,Вишукана Забігайлівка,Феофан,Довго Чекали На Замовлення велика сирна тарілка погане обслуговування чистий столик довго чекали на замовлення.,1,2024-01-21,Герца
339,Райська Пирогівня,Еріка,Погане Обслуговування раджу відвідати раджу відвідати чудово. Велике Меню борщ був несмачний кухня на висоті комфортно. Найкращі Роли затишне місце велика сирна тарілка велике меню комфортно офіціантка повільно обслуговувала раджу спробувати напої власного виробництва.,1,2023-04-12,Городок
340,Відома Бургерна,Адам,Затишне Місце враження позитивні чудово раджу відвідати. Борщ Був Несмачний велике меню затишне місце приємні ціни борщ був несмачний.,2,2022-09-20,Тлумач
341,Найкраща Кухня,Лариса,Не Сподобалось не сподобалось враження позитивні комфортно чудово принесли холодну каву офіціантка повільно обслуговувала. Комфортно довго чекали на замовлення борщ був несмачний найкращі роли чудово велике меню.,5,2022-08-01,Роздільна
342,Ароматна Шампанерія,Едуард,Кухня На Висоті кухня на висоті могло бути краще.,5,2023-05-11,Герца
343,Мʼясна Страва,Панас,Світлий Зал Із Чудовим Краєвидом затишне місце борщ був несмачний непоганий салат світлий зал із чудовим краєвидом приємні ціни. Велика Сирна Тарілка жахливо затишне місце довго чекали на замовлення.,4,2024-01-07,Березань 
344,Райська Бургерна,Мирослав,Жахливо затишне місце чудово затишне місце класне обслуговування принесли пересмажений стейк.,1,2023-07-15,Білицьке
345,Ароматна Шампанерія,Іван,Не Сподобалось рекомендую жахливо найкращі роли погане обслуговування.,4,2022-05-15,Яготин
346,Сучасна Варенична,Гордій,Найкращі Роли борщ був несмачний світлий зал із чудовим краєвидом велика сирна тарілка.,4,2022-06-08,Обухів
347,Відома Бургерна,Соломія,Піца Смачна страви були холодні кухня на висоті довго чекали на замовлення найкращі роли чистий столик світлий зал із чудовим краєвидом. Затишне Місце борщ був несмачний затишне місце. Рекомендую піца смачна довго чекали на чек піца смачна.,3,2023-01-15,Вільнянськ
348,Вишукана Піцерія,Еріка,Раджу Відвідати принесли холодну каву довго чекали на замовлення непоганий салат. Жахливо не сподобалось комфортно офіціантка повільно обслуговувала чудово гарна територія борщ був несмачний.,5,2023-10-18,Долина 
349,Стильна Кавʼярня,Тарас,Погане Обслуговування офіціантка повільно обслуговувала принесли холодну каву велика сирна тарілка сучасний iнтер`єр комфортно піца смачна чистий столик.,4,2023-10-09,Новодністровськ
350,Райська Пирогівня,Борис,Раджу Спробувати Напої Власного Виробництва рекомендую було смачно піца смачна погане обслуговування.,4,2022-07-22,Новоселиця
351,Маленька Шампанерія,Володимир,Велика Сирна Тарілка гарна територія погане обслуговування класне обслуговування світлий зал із чудовим краєвидом. Могло Бути Краще приємні ціни довго чекали на чек світлий зал із чудовим краєвидом могло бути краще.,5,2022-09-02,Тячів
352,Райська Бургерна,Борислав,Раджу Відвідати велика сирна тарілка гарна територія погане обслуговування. Раджу Відвідати піца смачна велика сирна тарілка чистий столик погане обслуговування було смачно класне обслуговування.,3,2022-08-27,Алушта
353,Маленька Шампанерія,Данило,Раджу Спробувати Напої Власного Виробництва страви були холодні було смачно борщ був несмачний раджу спробувати напої власного виробництва рекомендую жахливо. Комфортно чистий столик борщ був несмачний принесли холодну каву.,3,2024-02-05,Лиман 
354,Маленька Шампанерія,Алла,Велике Меню рекомендую велика сирна тарілка найкращі роли непоганий салат принесли холодну каву.,3,2023-03-14,Чуднів
355,Ароматна Шампанерія,Руслан,Чистий Столик могло бути краще довго чекали на чек гарна територія чистий столик. Чудово довго чекали на чек принесли холодну каву.,4,2022-08-24,Старий Крим
356,Пікантна Кухня,Богданна,Борщ Був Несмачний враження позитивні піца смачна не сподобалось приємні ціни.,3,2023-09-22,Чистякове
357,Пікантна Кухня,Тереза,Чудово найкращі роли принесли холодну каву принесли холодну каву погане обслуговування жахливо чистий столик.,2,2023-02-26,Кременчук
358,Стильна Канапка,Надія,Офіціантка Повільно Обслуговувала велика сирна тарілка було смачно. Чистий Столик принесли пересмажений стейк рекомендую приємні ціни атмосфера чудова страви були холодні могло бути краще. Довго Чекали На Замовлення могло бути краще піца смачна гарна територія принесли холодну каву могло бути краще велике меню атмосфера чудова.,4,2022-11-18,Ізюм
359,Райська Страва,Андрій,Було Смачно найкращі роли чистий столик світлий зал із чудовим краєвидом раджу спробувати напої власного виробництва комфортно. Могло Бути Краще страви були холодні велика сирна тарілка рекомендую враження позитивні непоганий салат погане обслуговування.,3,2023-11-16,Святогірськ
360,Затишна Варенична,Давид,Атмосфера Чудова принесли холодну каву страви були холодні страви були холодні офіціантка повільно обслуговувала.,3,2023-09-27,Білогірськ
361,Стильна Шашлична,Ірена,Страви Були Холодні велика сирна тарілка чистий столик.,4,2023-04-27,Гола Пристань
362,Маленька Шампанерія,Федір,Найкращі Роли довго чекали на чек борщ був несмачний враження позитивні враження позитивні.,1,2023-12-17,Вараш
363,Вишукана Забігайлівка,Володимир,Світлий Зал Із Чудовим Краєвидом раджу відвідати найкращі роли кухня на висоті гарна територія чудово найкращі роли довго чекали на чек. Велике Меню затишне місце раджу спробувати напої власного виробництва найкращі роли.,3,2024-01-09,Сквира
364,Грибова Колиба,Клавдія,Борщ Був Несмачний піца смачна принесли холодну каву непоганий салат велика сирна тарілка сучасний iнтер`єр принесли пересмажений стейк. Страви Були Холодні чудово комфортно.,2,2023-02-15,Рудки
365,Маленька Шампанерія,Надія,Велике Меню було смачно раджу відвідати принесли пересмажений стейк. Борщ Був Несмачний велике меню велике меню.,5,2022-06-05,Географія Вільнянська
366,Грибова Колиба,Мілена,Було Смачно раджу спробувати напої власного виробництва принесли холодну каву чудово враження позитивні не сподобалось сучасний iнтер`єр світлий зал із чудовим краєвидом. Класне Обслуговування раджу спробувати напої власного виробництва класне обслуговування офіціантка повільно обслуговувала.,1,2023-02-12,Часів Яр
367,Ароматна Шампанерія,Оксенія,Жахливо жахливо було смачно принесли холодну каву погане обслуговування класне обслуговування не сподобалось. Раджу Відвідати довго чекали на чек чистий столик приємні ціни раджу відвідати.,5,2023-04-07,Гребінка
368,Стильна Кавʼярня,Зиновій,Піца Смачна комфортно офіціантка повільно обслуговувала сучасний iнтер`єр. Жахливо рекомендую враження позитивні погане обслуговування могло бути краще раджу спробувати напої власного виробництва чистий столик. Чудово атмосфера чудова офіціантка повільно обслуговувала сучасний iнтер`єр раджу спробувати напої власного виробництва раджу відвідати. Піца Смачна чудово затишне місце.,1,2023-07-16,Батурин
369,Грибова Колиба,Пріска,Світлий Зал Із Чудовим Краєвидом чистий столик принесли холодну каву не сподобалось чудово атмосфера чудова приємні ціни.,1,2023-09-10,Кадіївка
370,Грибова Закусочна,Василина,Офіціантка Повільно Обслуговувала приємні ціни кухня на висоті велика сирна тарілка. Сучасний Iнтер`Єр погане обслуговування світлий зал із чудовим краєвидом борщ був несмачний.,2,2023-01-27,Зимогір'я
371,Стильна Шашлична,Йосип,Принесли Пересмажений Стейк рекомендую піца смачна принесли холодну каву світлий зал із чудовим краєвидом. Світлий Зал Із Чудовим Краєвидом атмосфера чудова було смачно.,2,2023-11-08,Тульчин
